Student Name: William Collins
line 1: op1 = -489.11, op2 = 432.89, op = '+', result = -56.219
line 106: op1 = -689.33, op2 = 560.65, op = '+', result = -128.674
line 100: op1 = 7.51, op2 = -13.48, op = '*', result = -101.160
line 101: op1 = 330.98, op2 = -583.16, op = '/', result = -0.568
line 104: op1 = -302.78, op2 = 302.78, op = '-', result = -605.555
line 107: op1 = -120.64, op2 = -32.17, op = '+', result = -152.814
line 101: op1 = 330.98, op2 = -583.16, op = '*', result = -193015.130
line 102: op1 = 216.09, op2 = 305.79, op = '/', result = 0.707
line 102: op1 = 216.09, op2 = 305.79, op = '*', result = 66076.533
line 105: op1 = -479.69, op2 = -266.49, op = '-', result = -213.194
line 108: op1 = 82.50, op2 = -326.24, op = '+', result = -243.744
line 103: op1 = -175.13, op2 = 541.82, op = '/', result = -0.323
line 103: op1 = -175.13, op2 = 541.82, op = '*', result = -94889.831
line 106: op1 = -689.33, op2 = 560.65, op = '-', result = -1249.979
line 109: op1 = 193.90, op2 = -35.44, op = '+', result = 158.457
line 104: op1 = -302.78, op2 = 302.78, op = '/', result = -1.000
line 104: op1 = -302.78, op2 = 302.78, op = '*', result = -91674.282
line 107: op1 = -120.64, op2 = -32.17, op = '-', result = -88.471
line 110: op1 = 354.38, op2 = -263.72, op = '+', result = 90.654
line 105: op1 = -479.69, op2 = -266.49, op = '/', result = 1.800
line 105: op1 = -479.69, op2 = -266.49, op = '*', result = 127833.206
line 108: op1 = 82.50, op2 = -326.24, op = '-', result = 408.739
line 111: op1 = 6.94, op2 = 38.15, op = '+', result = 45.085
line 106: op1 = -689.33, op2 = 560.65, op = '/', result = -1.230
line 112: op1 = 41.81, op2 = 250.86, op = '+', result = 292.669
line 106: op1 = -689.33, op2 = 560.65, op = '*', result = -386472.369
line 109: op1 = 193.90, op2 = -35.44, op = '-', result = 229.345
line 107: op1 = -120.64, op2 = -32.17, op = '/', result = 3.750
line 113: op1 = -318.40, op2 = -135.32, op = '+', result = -453.723
line 107: op1 = -120.64, op2 = -32.17, op = '*', result = 3881.231
line 110: op1 = 354.38, op2 = -263.72, op = '-', result = 618.097
line 108: op1 = 82.50, op2 = -326.24, op = '/', result = -0.253
line 114: op1 = -184.49, op2 = 24.37, op = '+', result = -160.123
line 108: op1 = 82.50, op2 = -326.24, op = '*', result = -26914.205
line 111: op1 = 6.94, op2 = 38.15, op = '-', result = -31.213
line 109: op1 = 193.90, op2 = -35.44, op = '/', result = -5.471
line 115: op1 = 3.67, op2 = 1.02, op = '+', result = 4.692
line 109: op1 = 193.90, op2 = -35.44, op = '*', result = -6872.665
line 112: op1 = 41.81, op2 = 250.86, op = '-', result = -209.050
line 110: op1 = 354.38, op2 = -263.72, op = '*', result = -93456.534
line 110: op1 = 354.38, op2 = -263.72, op = '/', result = -1.344
line 116: op1 = -79.11, op2 = 490.46, op = '+', result = 411.351
line 113: op1 = -318.40, op2 = -135.32, op = '-', result = -183.081
line 111: op1 = 6.94, op2 = 38.15, op = '*', result = 264.604
line 111: op1 = 6.94, op2 = 38.15, op = '/', result = 0.182
line 117: op1 = -259.12, op2 = -304.85, op = '+', result = -563.977
line 114: op1 = -184.49, op2 = 24.37, op = '-', result = -208.856
line 112: op1 = 41.81, op2 = 250.86, op = '*', result = 10488.411
line 112: op1 = 41.81, op2 = 250.86, op = '/', result = 0.167
line 118: op1 = -704.57, op2 = 300.91, op = '+', result = -403.659
line 115: op1 = 3.67, op2 = 1.02, op = '-', result = 2.656
line 113: op1 = -318.40, op2 = -135.32, op = '*', result = 43086.430
line 113: op1 = -318.40, op2 = -135.32, op = '/', result = 2.353
line 119: op1 = 16.89, op2 = -15.50, op = '+', result = 1.384
line 116: op1 = -79.11, op2 = 490.46, op = '-', result = -569.563
line 120: op1 = -585.89, op2 = -620.87, op = '+', result = -1206.767
line 114: op1 = -184.49, op2 = 24.37, op = '*', result = -4495.385
line 114: op1 = -184.49, op2 = 24.37, op = '/', result = -7.571
line 117: op1 = -259.12, op2 = -304.85, op = '-', result = 45.728
line 121: op1 = 212.08, op2 = -193.29, op = '+', result = 18.792
line 115: op1 = 3.67, op2 = 1.02, op = '*', result = 3.740
line 115: op1 = 3.67, op2 = 1.02, op = '/', result = 3.609
line 118: op1 = -704.57, op2 = 300.91, op = '-', result = -1005.478
line 122: op1 = -338.26, op2 = -256.48, op = '+', result = -594.734
line 116: op1 = -79.11, op2 = 490.46, op = '*', result = -38798.025
line 116: op1 = -79.11, op2 = 490.46, op = '/', result = -0.161
line 119: op1 = 16.89, op2 = -15.50, op = '-', result = 32.391
line 123: op1 = 82.82, op2 = 754.55, op = '+', result = 837.368
line 117: op1 = -259.12, op2 = -304.85, op = '*', result = 78994.781
line 117: op1 = -259.12, op2 = -304.85, op = '/', result = 0.850
line 120: op1 = -585.89, op2 = -620.87, op = '-', result = 34.979
line 118: op1 = -704.57, op2 = 300.91, op = '/', result = -2.341
line 124: op1 = -303.60, op2 = 404.80, op = '+', result = 101.201
line 118: op1 = -704.57, op2 = 300.91, op = '*', result = -212011.375
line 121: op1 = 212.08, op2 = -193.29, op = '-', result = 405.364
line 119: op1 = 16.89, op2 = -15.50, op = '/', result = -1.089
line 125: op1 = 641.19, op2 = 734.12, op = '+', result = 1375.308
line 119: op1 = 16.89, op2 = -15.50, op = '*', result = -261.816
line 122: op1 = -338.26, op2 = -256.48, op = '-', result = -81.776
line 120: op1 = -585.89, op2 = -620.87, op = '/', result = 0.944
line 126: op1 = -117.48, op2 = 87.77, op = '+', result = -29.707
line 120: op1 = -585.89, op2 = -620.87, op = '*', result = 363765.661
line 123: op1 = 82.82, op2 = 754.55, op = '-', result = -671.735
line 121: op1 = 212.08, op2 = -193.29, op = '/', result = -1.097
line 127: op1 = -517.62, op2 = -351.24, op = '+', result = -868.862
line 121: op1 = 212.08, op2 = -193.29, op = '*', result = -40991.749
line 128: op1 = 27.07, op2 = 496.20, op = '+', result = 523.264
line 124: op1 = -303.60, op2 = 404.80, op = '-', result = -708.407
line 122: op1 = -338.26, op2 = -256.48, op = '/', result = 1.319
line 122: op1 = -338.26, op2 = -256.48, op = '*', result = 86755.361
line 129: op1 = -84.68, op2 = -149.44, op = '+', result = -234.122
line 125: op1 = 641.19, op2 = 734.12, op = '-', result = -92.926
line 123: op1 = 82.82, op2 = 754.55, op = '/', result = 0.110
line 123: op1 = 82.82, op2 = 754.55, op = '*', result = 62489.441
line 130: op1 = -127.32, op2 = 17.26, op = '+', result = -110.055
line 126: op1 = -117.48, op2 = 87.77, op = '-', result = -205.245
line 124: op1 = -303.60, op2 = 404.80, op = '/', result = -0.750
line 124: op1 = -303.60, op2 = 404.80, op = '*', result = -122899.741
line 131: op1 = -510.93, op2 = -833.62, op = '+', result = -1344.542
line 127: op1 = -517.62, op2 = -351.24, op = '-', result = -166.378
line 125: op1 = 641.19, op2 = 734.12, op = '/', result = 0.873
line 125: op1 = 641.19, op2 = 734.12, op = '*', result = 470709.097
line 126: op1 = -117.48, op2 = 87.77, op = '/', result = -1.338
line 132: op1 = 320.68, op2 = -409.38, op = '+', result = -88.698
line 128: op1 = 27.07, op2 = 496.20, op = '-', result = -469.134
line 126: op1 = -117.48, op2 = 87.77, op = '*', result = -10310.784
line 127: op1 = -517.62, op2 = -351.24, op = '/', result = 1.474
line 129: op1 = -84.68, op2 = -149.44, op = '-', result = 64.757
line 127: op1 = -517.62, op2 = -351.24, op = '*', result = 181809.994
line 128: op1 = 27.07, op2 = 496.20, op = '/', result = 0.055
line 133: op1 = -436.35, op2 = -53.93, op = '+', result = -490.286
line 130: op1 = -127.32, op2 = 17.26, op = '-', result = -144.582
line 128: op1 = 27.07, op2 = 496.20, op = '*', result = 13429.826
line 129: op1 = -84.68, op2 = -149.44, op = '/', result = 0.567
line 134: op1 = -217.18, op2 = 167.23, op = '+', result = -49.952
line 131: op1 = -510.93, op2 = -833.62, op = '-', result = 322.690
line 129: op1 = -84.68, op2 = -149.44, op = '*', result = 12654.943
line 132: op1 = 320.68, op2 = -409.38, op = '-', result = 730.055
line 130: op1 = -127.32, op2 = 17.26, op = '/', result = -7.375
line 135: op1 = 38.14, op2 = -97.46, op = '+', result = -59.323
line 130: op1 = -127.32, op2 = 17.26, op = '*', result = -2197.976
line 131: op1 = -510.93, op2 = -833.62, op = '/', result = 0.613
line 136: op1 = -858.88, op2 = -792.08, op = '+', result = -1650.965
line 131: op1 = -510.93, op2 = -833.62, op = '*', result = 425915.984
line 133: op1 = -436.35, op2 = -53.93, op = '-', result = -382.423
line 132: op1 = 320.68, op2 = -409.38, op = '/', result = -0.783
line 137: op1 = 226.05, op2 = -535.81, op = '+', result = -309.768
line 132: op1 = 320.68, op2 = -409.38, op = '*', result = -131278.233
line 134: op1 = -217.18, op2 = 167.23, op = '-', result = -384.409
line 138: op1 = 30.84, op2 = -52.30, op = '+', result = -21.455
line 135: op1 = 38.14, op2 = -97.46, op = '-', result = 135.595
line 133: op1 = -436.35, op2 = -53.93, op = '/', result = 8.091
line 139: op1 = -147.79, op2 = 65.10, op = '+', result = -82.695
line 134: op1 = -217.18, op2 = 167.23, op = '/', result = -1.299
line 133: op1 = -436.35, op2 = -53.93, op = '*', result = 23533.283
line 136: op1 = -858.88, op2 = -792.08, op = '-', result = -66.802
line 140: op1 = 137.42, op2 = -132.60, op = '+', result = 4.822
line 135: op1 = 38.14, op2 = -97.46, op = '/', result = -0.391
line 134: op1 = -217.18, op2 = 167.23, op = '*', result = -36318.871
line 137: op1 = 226.05, op2 = -535.81, op = '-', result = 761.861
line 141: op1 = 271.93, op2 = -445.40, op = '+', result = -173.472
line 136: op1 = -858.88, op2 = -792.08, op = '/', result = 1.084
line 135: op1 = 38.14, op2 = -97.46, op = '*', result = -3716.725
line 138: op1 = 30.84, op2 = -52.30, op = '-', result = 83.139
line 142: op1 = 128.37, op2 = 62.40, op = '+', result = 190.768
line 137: op1 = 226.05, op2 = -535.81, op = '/', result = -0.422
line 136: op1 = -858.88, op2 = -792.08, op = '*', result = 680305.456
line 139: op1 = -147.79, op2 = 65.10, op = '-', result = -212.895
line 137: op1 = 226.05, op2 = -535.81, op = '*', result = -121119.115
line 143: op1 = 911.81, op2 = 799.01, op = '+', result = 1710.812
line 138: op1 = 30.84, op2 = -52.30, op = '/', result = -0.590
line 140: op1 = 137.42, op2 = -132.60, op = '-', result = 270.027
line 138: op1 = 30.84, op2 = -52.30, op = '*', result = -1612.952
line 144: op1 = -220.05, op2 = 199.34, op = '+', result = -20.711
line 139: op1 = -147.79, op2 = 65.10, op = '/', result = -2.270
line 141: op1 = 271.93, op2 = -445.40, op = '-', result = 717.328
line 139: op1 = -147.79, op2 = 65.10, op = '*', result = -9621.443
line 145: op1 = -243.35, op2 = 134.62, op = '+', result = -108.733
line 140: op1 = 137.42, op2 = -132.60, op = '/', result = -1.036
line 142: op1 = 128.37, op2 = 62.40, op = '-', result = 65.967
line 140: op1 = 137.42, op2 = -132.60, op = '*', result = -18222.789
line 146: op1 = -171.66, op2 = -275.45, op = '+', result = -447.110
line 141: op1 = 271.93, op2 = -445.40, op = '/', result = -0.611
line 143: op1 = 911.81, op2 = 799.01, op = '-', result = 112.801
line 142: op1 = 128.37, op2 = 62.40, op = '/', result = 2.057
line 141: op1 = 271.93, op2 = -445.40, op = '*', result = -121116.873
line 147: op1 = 32.63, op2 = 25.79, op = '+', result = 58.413
line 144: op1 = -220.05, op2 = 199.34, op = '-', result = -419.388
line 143: op1 = 911.81, op2 = 799.01, op = '/', result = 1.141
line 142: op1 = 128.37, op2 = 62.40, op = '*', result = 8010.230
line 148: op1 = -58.12, op2 = 44.09, op = '+', result = -14.028
line 145: op1 = -243.35, op2 = 134.62, op = '-', result = -377.976
line 144: op1 = -220.05, op2 = 199.34, op = '/', result = -1.104
line 143: op1 = 911.81, op2 = 799.01, op = '*', result = 728538.267
line 149: op1 = 31.96, op2 = 562.43, op = '+', result = 594.383
line 146: op1 = -171.66, op2 = -275.45, op = '-', result = 103.793
line 145: op1 = -243.35, op2 = 134.62, op = '/', result = -1.808
line 144: op1 = -220.05, op2 = 199.34, op = '*', result = -43864.384
line 150: op1 = -280.93, op2 = -469.92, op = '+', result = -750.856
line 145: op1 = -243.35, op2 = 134.62, op = '*', result = -32760.686
line 147: op1 = 32.63, op2 = 25.79, op = '-', result = 6.841
line 146: op1 = -171.66, op2 = -275.45, op = '/', result = 0.623
line 151: op1 = 241.77, op2 = -14.80, op = '+', result = 226.967
line 146: op1 = -171.66, op2 = -275.45, op = '*', result = 47283.555
line 148: op1 = -58.12, op2 = 44.09, op = '-', result = -102.203
line 147: op1 = 32.63, op2 = 25.79, op = '/', result = 1.265
line 152: op1 = -350.23, op2 = 921.65, op = '+', result = 571.421
line 147: op1 = 32.63, op2 = 25.79, op = '*', result = 841.329
line 149: op1 = 31.96, op2 = 562.43, op = '-', result = -530.471
line 148: op1 = -58.12, op2 = 44.09, op = '/', result = -1.318
line 153: op1 = -36.81, op2 = 34.13, op = '+', result = -2.684
line 148: op1 = -58.12, op2 = 44.09, op = '*', result = -2562.163
line 150: op1 = -280.93, op2 = -469.92, op = '-', result = 188.991
line 149: op1 = 31.96, op2 = 562.43, op = '/', result = 0.057
line 154: op1 = -265.89, op2 = 101.66, op = '+', result = -164.227
line 150: op1 = -280.93, op2 = -469.92, op = '/', result = 0.598
line 149: op1 = 31.96, op2 = 562.43, op = '*', result = 17972.979
line 151: op1 = 241.77, op2 = -14.80, op = '-', result = 256.571
line 155: op1 = -223.97, op2 = -654.69, op = '+', result = -878.663
line 151: op1 = 241.77, op2 = -14.80, op = '/', result = -16.333
line 150: op1 = -280.93, op2 = -469.92, op = '*', result = 132016.683
line 152: op1 = -350.23, op2 = 921.65, op = '-', result = -1271.873
line 156: op1 = 157.56, op2 = 185.36, op = '+', result = 342.925
line 152: op1 = -350.23, op2 = 921.65, op = '/', result = -0.380
line 151: op1 = 241.77, op2 = -14.80, op = '*', result = -3578.709
line 153: op1 = -36.81, op2 = 34.13, op = '-', result = -70.934
line 157: op1 = 437.14, op2 = -304.44, op = '+', result = 132.704
line 153: op1 = -36.81, op2 = 34.13, op = '/', result = -1.079
line 152: op1 = -350.23, op2 = 921.65, op = '*', result = -322784.857
line 154: op1 = -265.89, op2 = 101.66, op = '-', result = -367.555
line 158: op1 = 611.94, op2 = -423.65, op = '+', result = 188.289
line 155: op1 = -223.97, op2 = -654.69, op = '-', result = 430.717
line 154: op1 = -265.89, op2 = 101.66, op = '/', result = -2.615
line 153: op1 = -36.81, op2 = 34.13, op = '*', result = -1256.109
line 159: op1 = -37.21, op2 = -100.99, op = '+', result = -138.202
line 156: op1 = 157.56, op2 = 185.36, op = '-', result = -27.805
line 155: op1 = -223.97, op2 = -654.69, op = '/', result = 0.342
line 154: op1 = -265.89, op2 = 101.66, op = '*', result = -27031.584
line 160: op1 = -189.29, op2 = 47.32, op = '+', result = -141.970
line 157: op1 = 437.14, op2 = -304.44, op = '-', result = 741.580
line 156: op1 = 157.56, op2 = 185.36, op = '/', result = 0.850
line 155: op1 = -223.97, op2 = -654.69, op = '*', result = 146632.701
line 161: op1 = 301.44, op2 = -251.20, op = '+', result = 50.240
line 158: op1 = 611.94, op2 = -423.65, op = '-', result = 1035.590
line 157: op1 = 437.14, op2 = -304.44, op = '/', result = -1.436
line 156: op1 = 157.56, op2 = 185.36, op = '*', result = 29206.054
line 158: op1 = 611.94, op2 = -423.65, op = '/', result = -1.444
line 162: op1 = 769.67, op2 = -491.48, op = '+', result = 278.196
line 159: op1 = -37.21, op2 = -100.99, op = '-', result = 63.786
line 157: op1 = 437.14, op2 = -304.44, op = '*', result = -133082.790
line 159: op1 = -37.21, op2 = -100.99, op = '/', result = 0.368
line 163: op1 = 24.15, op2 = 77.61, op = '+', result = 101.759
line 160: op1 = -189.29, op2 = 47.32, op = '-', result = -236.617
line 158: op1 = 611.94, op2 = -423.65, op = '*', result = -259248.294
line 160: op1 = -189.29, op2 = 47.32, op = '/', result = -4.000
line 164: op1 = -768.75, op2 = -150.00, op = '+', result = -918.747
line 161: op1 = 301.44, op2 = -251.20, op = '-', result = 552.642
line 159: op1 = -37.21, op2 = -100.99, op = '*', result = 3757.817
line 161: op1 = 301.44, op2 = -251.20, op = '/', result = -1.200
line 165: op1 = -861.09, op2 = -673.04, op = '+', result = -1534.125
line 162: op1 = 769.67, op2 = -491.48, op = '-', result = 1261.154
line 160: op1 = -189.29, op2 = 47.32, op = '*', result = -8958.029
line 163: op1 = 24.15, op2 = 77.61, op = '-', result = -53.467
line 162: op1 = 769.67, op2 = -491.48, op = '/', result = -1.566
line 166: op1 = 515.51, op2 = -715.06, op = '+', result = -199.552
line 161: op1 = 301.44, op2 = -251.20, op = '*', result = -75722.154
line 164: op1 = -768.75, op2 = -150.00, op = '-', result = -618.748
line 163: op1 = 24.15, op2 = 77.61, op = '/', result = 0.311
line 167: op1 = -152.16, op2 = -267.20, op = '+', result = -419.361
line 162: op1 = 769.67, op2 = -491.48, op = '*', result = -378278.897
line 165: op1 = -861.09, op2 = -673.04, op = '-', result = -188.054
line 164: op1 = -768.75, op2 = -150.00, op = '/', result = 5.125
line 168: op1 = -21.91, op2 = -8.39, op = '+', result = -30.302
line 163: op1 = 24.15, op2 = 77.61, op = '*', result = 1874.061
line 166: op1 = 515.51, op2 = -715.06, op = '-', result = 1230.568
line 165: op1 = -861.09, op2 = -673.04, op = '/', result = 1.279
line 169: op1 = -183.22, op2 = -301.30, op = '+', result = -484.527
line 166: op1 = 515.51, op2 = -715.06, op = '/', result = -0.721
line 164: op1 = -768.75, op2 = -150.00, op = '*', result = 115311.765
line 167: op1 = -152.16, op2 = -267.20, op = '-', result = 115.046
line 170: op1 = -89.72, op2 = -242.24, op = '+', result = -331.958
line 167: op1 = -152.16, op2 = -267.20, op = '/', result = 0.569
line 165: op1 = -861.09, op2 = -673.04, op = '*', result = 579543.448
line 168: op1 = -21.91, op2 = -8.39, op = '-', result = -13.519
line 171: op1 = -81.93, op2 = 134.27, op = '+', result = 52.343
line 168: op1 = -21.91, op2 = -8.39, op = '/', result = 2.611
line 166: op1 = 515.51, op2 = -715.06, op = '*', result = -368619.308
line 169: op1 = -183.22, op2 = -301.30, op = '-', result = 118.078
line 172: op1 = 257.22, op2 = -595.99, op = '+', result = -338.774
line 169: op1 = -183.22, op2 = -301.30, op = '/', result = 0.608
line 167: op1 = -152.16, op2 = -267.20, op = '*', result = 40657.045
line 170: op1 = -89.72, op2 = -242.24, op = '-', result = 152.521
line 168: op1 = -21.91, op2 = -8.39, op = '*', result = 183.859
line 173: op1 = 146.80, op2 = 407.78, op = '+', result = 554.574
line 170: op1 = -89.72, op2 = -242.24, op = '/', result = 0.370
line 171: op1 = -81.93, op2 = 134.27, op = '-', result = -216.199
line 169: op1 = -183.22, op2 = -301.30, op = '*', result = 55206.057
line 174: op1 = 249.05, op2 = -418.41, op = '+', result = -169.357
line 171: op1 = -81.93, op2 = 134.27, op = '/', result = -0.610
line 172: op1 = 257.22, op2 = -595.99, op = '-', result = 853.208
line 170: op1 = -89.72, op2 = -242.24, op = '*', result = 21733.398
line 175: op1 = -150.66, op2 = -329.34, op = '+', result = -479.999
line 172: op1 = 257.22, op2 = -595.99, op = '/', result = -0.432
line 173: op1 = 146.80, op2 = 407.78, op = '-', result = -260.976
line 171: op1 = -81.93, op2 = 134.27, op = '*', result = -11000.532
